task_name,agent,runs,success_rate,trace_coverage,mean_tool_call_count,mean_first_edit_step,mean_pre_edit_tool_calls,mean_category_switch_rate,mean_repeated_tool_command_rate,mean_failure_rate,mean_post_failure_intent_entropy,mean_command_intent_entropy,mean_intent_switch_rate
gpt2-codegolf,opencode,1,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,openhands,70,0.0,1.0,43.9143,10.3167,2.7333,0.2849,0.5515,0.0575,2.0881,1.875,0.3772
gpt2-codegolf,ruley,10,0.1,0.0,0.0,,,,,,,,
gpt2-codegolf,sage,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,simple_codex,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,spoox-m,5,0.0,0.0,0.0,,,,,,,,
gpt2-codegolf,terminus-2,195,0.0,0.9231,24.9128,,,0.1063,0.2685,0.0847,1.9316,1.8449,0.6942
gpt2-codegolf,terminus-3-3,10,0.0,0.8,36.7,,,0.0,0.067,0.1252,1.9643,2.0679,0.5308
headless-terminal,Factory Droid,25,0.96,0.0,0.0,,,,,,,,
headless-terminal,Junie,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,ante,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,aone-agent,5,0.4,0.0,0.0,,,,,,,,
headless-terminal,claude-code,35,0.8,0.8571,11.7429,13.4,5.3,0.7383,0.2581,0.0167,1.3734,2.1825,0.7932
headless-terminal,claude-code-enhanced,5,0.8,0.0,0.0,,,,,,,,
headless-terminal,codex,40,0.825,0.375,1.975,,,0.0556,0.0267,0.0856,1.691,1.7212,0.7907
headless-terminal,deepagent-harbor,5,1.0,1.0,12.2,3.6,1.6,0.5636,0.2165,0.0382,0.875,1.7082,0.702
headless-terminal,final,5,0.0,0.0,0.0,,,,,,,,
headless-terminal,forge,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,gemini-cli,20,0.75,0.5,5.5,2.4,1.4,0.7122,0.2121,0.2277,0.8209,1.4825,0.7693
headless-terminal,goose,15,1.0,0.0,0.0,,,,,,,,
headless-terminal,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,judy,5,0.8,0.4,13.4,9.0,9.5,0.5093,0.6932,0.0357,1.2244,1.4554,0.4644
headless-terminal,letta-code,15,0.8667,0.0,0.0,,,,,,,,
headless-terminal,mini-swe-agent,75,0.76,1.0,9.7467,,,0.0,0.0512,0.055,1.5639,1.8682,0.827
headless-terminal,mux,12,0.8333,0.0,0.0,,,,,,,,
headless-terminal,opencode,1,0.0,0.0,0.0,,,,,,,,
headless-terminal,openhands,70,0.3143,1.0,44.9286,8.0,2.6471,0.3072,0.579,0.0338,1.7491,1.9698,0.3868
headless-terminal,ruley,10,1.0,0.0,0.0,,,,,,,,
headless-terminal,sage,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,simple_codex,5,1.0,0.0,0.0,,,,,,,,
headless-terminal,spoox-m,5,0.4,0.0,0.0,,,,,,,,
headless-terminal,terminus-2,195,0.7487,0.9231,16.9487,,,0.1434,0.1673,0.0743,1.9454,2.1549,0.741
headless-terminal,terminus-3-3,10,1.0,0.6,14.3,,,0.0945,0.2223,0.0975,2.1649,2.4668,0.6484
hf-model-inference,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
hf-model-inference,Junie,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,ante,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,aone-agent,5,0.8,0.0,0.0,,,,,,,,
hf-model-inference,claude-code,35,0.6,0.8571,16.9143,13.2333,5.0667,0.5713,0.2684,0.0582,1.6635,2.3211,0.8167
hf-model-inference,claude-code-enhanced,5,0.4,0.0,0.0,,,,,,,,
hf-model-inference,codex,40,0.725,0.375,4.175,,,0.4233,0.2044,0.0627,1.1811,1.7867,0.7863
hf-model-inference,deepagent-harbor,5,1.0,1.0,12.4,5.6,3.6,0.6004,0.0533,0.0625,1.254,1.8163,0.7411
hf-model-inference,final,3,0.0,0.0,0.0,,,,,,,,
hf-model-inference,forge,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,gemini-cli,20,0.3,0.5,5.95,2.0,1.5,0.3836,0.0602,0.7876,1.6702,1.8429,0.7927
hf-model-inference,goose,15,0.6,0.0,0.0,,,,,,,,
hf-model-inference,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,judy,5,1.0,0.4,14.4,5.0,3.5,0.3467,0.7977,0.0,,1.0111,0.3156
hf-model-inference,letta-code,15,1.0,0.0,0.0,,,,,,,,
hf-model-inference,mini-swe-agent,75,0.52,1.0,16.8533,,,0.0,0.03,0.1689,1.517,1.7311,0.5969
hf-model-inference,mux,12,1.0,0.0,0.0,,,,,,,,
hf-model-inference,opencode,1,1.0,0.0,0.0,,,,,,,,
hf-model-inference,openhands,69,0.5217,0.9855,62.5362,19.7302,13.9841,0.2111,0.5671,0.0792,2.348,2.4717,0.3924
hf-model-inference,ruley,10,1.0,0.0,0.0,,,,,,,,
hf-model-inference,sage,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,simple_codex,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,spoox-m,5,1.0,0.0,0.0,,,,,,,,
hf-model-inference,terminus-2,195,0.6051,0.9026,19.6974,,,0.1067,0.1376,0.1509,1.9032,2.3554,0.7005
hf-model-inference,terminus-3-3,10,1.0,0.7,11.4,,,0.1115,0.1615,0.0301,2.228,2.0673,0.6165
install-windows-3.11,Factory Droid,25,0.28,0.0,0.0,,,,,,,,
install-windows-3.11,Junie,5,0.2,0.0,0.0,,,,,,,,
install-windows-3.11,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,ante,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,aone-agent,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,claude-code,35,0.0,0.8571,45.2857,30.3214,15.2143,0.4249,0.1502,0.0755,2.0995,2.222,0.6567
install-windows-3.11,claude-code-enhanced,4,0.25,0.0,0.0,,,,,,,,
install-windows-3.11,codex,40,0.0,0.35,8.875,,,0.1598,0.0593,0.1445,1.0824,1.1477,0.5285
install-windows-3.11,deepagent-harbor,5,0.0,0.4,82.6,10.5,8.5,0.3144,0.3594,0.0763,1.7024,1.7174,0.5476
install-windows-3.11,final,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,forge,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,gemini-cli,20,0.05,0.45,7.95,8.8571,7.8571,0.2259,0.0761,0.6712,1.501,1.6743,0.5549
install-windows-3.11,goose,15,0.0667,0.0,0.0,,,,,,,,
install-windows-3.11,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,judy,5,0.2,0.2,12.2,6.0,13.0,0.2833,0.8525,0.1311,0.7487,0.8031,0.2667
install-windows-3.11,letta-code,15,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,mini-swe-agent,75,0.0,1.0,15.5067,,,0.0,0.0564,0.2079,1.5354,1.5726,0.5389
install-windows-3.11,mux,12,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,opencode,1,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,openhands,70,0.0,1.0,83.0571,38.3333,23.537,0.192,0.5643,0.0366,1.9973,2.106,0.3307
install-windows-3.11,ruley,10,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,sage,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,simple_codex,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,spoox-m,5,0.0,0.0,0.0,,,,,,,,
install-windows-3.11,terminus-2,194,0.0052,0.9227,69.4639,,,0.0711,0.1972,0.0995,1.6697,1.7347,0.5145
install-windows-3.11,terminus-3-3,10,0.0,0.8,117.3,,,0.1968,0.3446,0.0716,1.6072,1.6321,0.5063
kv-store-grpc,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,Junie,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,ante,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,aone-agent,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,claude-code,35,0.8571,0.8571,14.8571,10.1,3.1667,0.7018,0.3445,0.0807,1.413,2.3419,0.847
kv-store-grpc,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,codex,40,0.15,0.4,4.35,,,0.5231,0.2229,0.1241,1.3413,1.7067,0.7537
kv-store-grpc,deepagent-harbor,5,1.0,1.0,12.0,4.0,2.0,0.8538,0.1255,0.0,,2.2899,0.8635
kv-store-grpc,final,5,0.0,0.0,0.0,,,,,,,,
kv-store-grpc,forge,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,gemini-cli,20,0.0,0.5,2.65,2.0,1.0,0.9467,0.0,0.4271,1.0418,1.5585,0.9633
kv-store-grpc,goose,15,0.6667,0.0,0.0,,,,,,,,
kv-store-grpc,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
kv-store-grpc,judy,5,1.0,0.8,20.8,4.0,2.0,0.5222,0.6222,0.0,,1.4616,0.4816
kv-store-grpc,letta-code,15,0.6667,0.0,0.0,,,,,,,,
kv-store-grpc,mini-swe-agent,75,0.3733,1.0,8.72,,,0.0,0.018,0.1567,1.4984,1.7815,0.7014
kv-store-grpc,mux,12,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,opencode,1,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,openhands,70,0.4571,0.9857,54.7857,12.625,6.9688,0.2049,0.5661,0.1128,2.4757,2.5096,0.4109
kv-store-grpc,ruley,10,0.7,0.0,0.0,,,,,,,,
kv-store-grpc,sage,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,simple_codex,5,1.0,0.0,0.0,,,,,,,,
kv-store-grpc,spoox-m,5,0.0,0.0,0.0,,,,,,,,
kv-store-grpc,terminus-2,195,0.5897,0.9231,13.1282,,,0.1385,0.1466,0.1087,1.5763,2.2486,0.7744
kv-store-grpc,terminus-3-3,10,1.0,0.9,12.7,,,0.1353,0.113,0.0101,0.9183,2.4213,0.8022
large-scale-text-editing,Factory Droid,25,0.84,0.0,0.0,,,,,,,,
large-scale-text-editing,Junie,5,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,ante,5,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,aone-agent,5,0.0,0.0,0.0,,,,,,,,
large-scale-text-editing,claude-code,35,0.5714,0.8571,16.8857,10.7857,3.4643,0.4008,0.1635,0.0261,1.448,1.5766,0.5458
large-scale-text-editing,claude-code-enhanced,1,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,codex,40,0.625,0.45,6.275,,,0.0,0.0897,0.0335,1.2761,1.2786,0.5729
large-scale-text-editing,deepagent-harbor,5,1.0,1.0,24.4,4.8,4.4,0.4605,0.3448,0.1396,1.6881,1.9224,0.6983
large-scale-text-editing,final,5,0.0,0.0,0.0,,,,,,,,
large-scale-text-editing,forge,5,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,gemini-cli,20,0.3,0.5,8.7,3.8889,4.5556,0.5374,0.3909,0.4061,1.2433,1.0153,0.437
large-scale-text-editing,goose,15,0.6667,0.0,0.0,,,,,,,,
large-scale-text-editing,ii-agent-simple,5,0.4,0.0,0.0,,,,,,,,
large-scale-text-editing,judy,5,1.0,0.2,14.0,7.0,16.0,0.2754,0.8714,0.0,,0.8161,0.2464
large-scale-text-editing,letta-code,15,0.8667,0.0,0.0,,,,,,,,
large-scale-text-editing,mini-swe-agent,75,0.2133,1.0,20.8133,,,0.0,0.143,0.037,1.1775,1.1877,0.618
large-scale-text-editing,mux,12,0.9167,0.0,0.0,,,,,,,,
large-scale-text-editing,opencode,1,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,openhands,70,0.3714,1.0,119.3857,7.0312,1.625,0.2281,0.6179,0.0344,1.6283,1.8298,0.3397
large-scale-text-editing,ruley,10,0.7,0.0,0.0,,,,,,,,
large-scale-text-editing,sage,5,0.8,0.0,0.0,,,,,,,,
large-scale-text-editing,simple_codex,5,1.0,0.0,0.0,,,,,,,,
large-scale-text-editing,spoox-m,5,0.6,0.0,0.0,,,,,,,,
large-scale-text-editing,terminus-2,194,0.3814,0.9175,57.4485,,,0.0863,0.3276,0.0085,1.5404,1.6561,0.5429
large-scale-text-editing,terminus-3-3,10,1.0,0.7,28.2,,,0.0512,0.286,0.0328,1.7729,1.7786,0.4837
largest-eigenval,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
largest-eigenval,Junie,5,1.0,0.0,0.0,,,,,,,,
largest-eigenval,TerminalBenchAgent,5,0.6,0.0,0.0,,,,,,,,
largest-eigenval,ante,5,1.0,0.0,0.0,,,,,,,,
largest-eigenval,aone-agent,5,0.2,0.0,0.0,,,,,,,,
largest-eigenval,claude-code,35,0.4857,0.8571,32.0286,16.6071,6.8571,0.5596,0.3854,0.0885,1.9222,2.0905,0.7562
largest-eigenval,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
largest-eigenval,codex,40,0.225,0.45,12.075,,,0.0806,0.2446,0.0986,1.533,1.9806,0.7601
largest-eigenval,deepagent-harbor,5,0.8,1.0,18.6,19.0,17.5,0.2278,0.1253,0.0172,1.1585,1.4478,0.4294
largest-eigenval,final,5,0.0,0.0,0.0,,,,,,,,
largest-eigenval,forge,5,0.8,0.0,0.0,,,,,,,,
largest-eigenval,gemini-cli,20,0.45,0.5,12.65,2.9,2.2,0.8231,0.6954,0.1914,1.4096,1.7454,0.9461
largest-eigenval,goose,15,0.8,0.0,0.0,,,,,,,,
largest-eigenval,ii-agent-simple,5,0.4,0.0,0.0,,,,,,,,
largest-eigenval,judy,5,1.0,0.2,13.6,9.0,10.0,0.4328,0.8382,0.0588,1.1627,1.2658,0.4179
largest-eigenval,letta-code,15,0.6,0.0,0.0,,,,,,,,
largest-eigenval,mini-swe-agent,75,0.1067,1.0,19.3333,,,0.0,0.2,0.1559,1.6159,1.7074,0.7696
largest-eigenval,mux,12,0.6667,0.0,0.0,,,,,,,,
largest-eigenval,opencode,1,1.0,0.0,0.0,,,,,,,,
largest-eigenval,openhands,70,0.1429,1.0,67.5429,6.1538,1.0154,0.3021,0.7096,0.0735,1.7686,1.7776,0.397
largest-eigenval,ruley,10,0.8,0.0,0.0,,,,,,,,
largest-eigenval,sage,5,0.8,0.0,0.0,,,,,,,,
largest-eigenval,simple_codex,5,0.8,0.0,0.0,,,,,,,,
largest-eigenval,spoox-m,5,0.0,0.0,0.0,,,,,,,,
largest-eigenval,terminus-2,195,0.2718,0.9231,31.8718,,,0.0479,0.3347,0.1004,1.7252,1.8534,0.7366
largest-eigenval,terminus-3-3,10,0.9,0.6,21.0,,,0.0903,0.249,0.0861,2.353,2.3253,0.7633
llm-inference-batching-scheduler,Factory Droid,25,0.92,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,Junie,5,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,TerminalBenchAgent,5,0.4,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,ante,5,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,aone-agent,5,0.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,claude-code,35,0.4571,0.8571,42.8571,19.4444,9.2593,0.6325,0.3583,0.0371,1.7743,2.1004,0.7299
llm-inference-batching-scheduler,claude-code-enhanced,5,0.8,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,codex,40,0.725,0.425,11.8,,,0.01,0.1269,0.112,1.429,1.6893,0.6595
llm-inference-batching-scheduler,deepagent-harbor,5,1.0,1.0,24.0,21.0,21.0,0.1334,0.1029,0.0418,1.2109,1.6195,0.2588
llm-inference-batching-scheduler,final,5,0.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,forge,5,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,gemini-cli,20,0.5,0.5,29.75,4.3,4.2,0.6957,0.7277,0.3211,1.3932,1.581,0.711
llm-inference-batching-scheduler,goose,15,0.2667,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,judy,5,1.0,0.6,28.8,13.3333,15.0,0.4493,0.7736,0.0148,1.2697,1.2492,0.42
llm-inference-batching-scheduler,letta-code,15,0.9333,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,mini-swe-agent,75,0.0933,1.0,27.84,,,0.0,0.133,0.0968,1.2214,1.4308,0.5669
llm-inference-batching-scheduler,mux,12,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,opencode,1,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,openhands,70,0.1429,1.0,83.6286,10.0312,4.5312,0.2373,0.6961,0.027,1.4645,1.6662,0.2777
llm-inference-batching-scheduler,ruley,10,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,sage,5,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,simple_codex,5,1.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,spoox-m,5,0.0,0.0,0.0,,,,,,,,
llm-inference-batching-scheduler,terminus-2,195,0.2615,0.9231,44.6564,,,0.0644,0.1989,0.0473,1.4371,1.924,0.6
llm-inference-batching-scheduler,terminus-3-3,10,1.0,0.9,36.3,,,0.1215,0.3204,0.0047,0.9219,1.9563,0.4833
log-summary-date-ranges,Factory Droid,25,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,Junie,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,ante,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,aone-agent,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,claude-code,35,1.0,0.8571,5.8286,12.6111,3.5556,0.8042,0.1225,0.041,1.0359,1.8392,0.9655
log-summary-date-ranges,claude-code-enhanced,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,codex,40,0.675,0.5,2.175,,,0.3509,0.1519,0.0083,1.5,1.3253,0.918
log-summary-date-ranges,deepagent-harbor,5,1.0,1.0,6.8,,,0.7343,0.0614,0.0,,0.9255,0.6557
log-summary-date-ranges,final,2,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,forge,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,gemini-cli,20,0.2,0.45,1.05,1.0,0.0,0.9259,0.0,0.1574,1.0,1.044,0.963
log-summary-date-ranges,goose,15,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,ii-agent-simple,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,judy,5,1.0,0.6,25.6,6.3333,6.0,0.3418,0.8364,0.3934,0.8783,0.9998,0.2971
log-summary-date-ranges,letta-code,15,0.8,0.0,0.0,,,,,,,,
log-summary-date-ranges,mini-swe-agent,75,0.4267,1.0,9.28,,,0.0,0.062,0.0325,1.1947,1.5498,0.6511
log-summary-date-ranges,mux,12,0.9167,0.0,0.0,,,,,,,,
log-summary-date-ranges,opencode,1,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,openhands,70,0.6714,0.9857,17.3,8.2292,2.0417,0.3234,0.4606,0.038,1.5083,1.8898,0.4346
log-summary-date-ranges,ruley,10,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,sage,5,0.8,0.0,0.0,,,,,,,,
log-summary-date-ranges,simple_codex,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,spoox-m,5,1.0,0.0,0.0,,,,,,,,
log-summary-date-ranges,terminus-2,195,0.5897,0.9231,12.0154,,,0.199,0.1971,0.0107,1.9893,2.002,0.7516
log-summary-date-ranges,terminus-3-3,10,1.0,0.8,13.4,,,0.1156,0.1206,0.037,1.9841,2.3527,0.6289
mailman,Factory Droid,25,0.8,0.0,0.0,,,,,,,,
mailman,Junie,5,1.0,0.0,0.0,,,,,,,,
mailman,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
mailman,ante,5,1.0,0.0,0.0,,,,,,,,
mailman,aone-agent,5,0.0,0.0,0.0,,,,,,,,
mailman,claude-code,35,0.7143,0.8571,51.5429,18.9667,9.8333,0.4521,0.215,0.1215,2.1027,2.3924,0.6319
mailman,claude-code-enhanced,5,0.6,0.0,0.0,,,,,,,,
mailman,codex,40,0.425,0.325,8.05,,,0.0513,0.0677,0.117,1.8552,1.813,0.636
mailman,deepagent-harbor,5,1.0,1.0,101.6,53.4,51.4,0.3802,0.2676,0.0707,1.7677,1.7142,0.4316
mailman,final,2,1.0,0.0,0.0,,,,,,,,
mailman,forge,5,0.6,0.0,0.0,,,,,,,,
mailman,gemini-cli,20,0.3,0.35,13.1,2.7143,1.8571,0.4086,0.1669,0.3189,1.067,1.164,0.3975
mailman,goose,15,0.5333,0.0,0.0,,,,,,,,
mailman,ii-agent-simple,5,0.8,0.0,0.0,,,,,,,,
mailman,judy,5,0.8,0.2,16.0,7.0,14.0,0.2405,0.8625,0.125,0.7352,0.9533,0.2278
mailman,letta-code,15,0.7333,0.0,0.0,,,,,,,,
mailman,mini-swe-agent,74,0.2703,1.0,38.3243,,,0.0,0.091,0.2028,1.6129,1.5032,0.5253
mailman,mux,12,0.25,0.0,0.0,,,,,,,,
mailman,opencode,1,0.0,0.0,0.0,,,,,,,,
mailman,openhands,69,0.058,0.971,84.1304,10.1833,4.5667,0.1725,0.6009,0.0751,1.5704,1.9955,0.2972
mailman,ruley,10,1.0,0.0,0.0,,,,,,,,
mailman,sage,5,1.0,0.0,0.0,,,,,,,,
mailman,simple_codex,5,1.0,0.0,0.0,,,,,,,,
mailman,spoox-m,5,0.4,0.0,0.0,,,,,,,,
mailman,terminus-2,191,0.4293,0.9267,95.1309,,,0.0391,0.244,0.1657,1.6187,1.775,0.4793
mailman,terminus-3-3,10,0.7,0.9,57.9,,,0.0623,0.2701,0.0494,1.8167,1.8781,0.5722
make-doom-for-mips,Factory Droid,25,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,Junie,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,ante,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,aone-agent,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,claude-code,35,0.0,0.8571,79.4571,45.6786,27.1071,0.5593,0.3482,0.0526,2.2445,2.457,0.6516
make-doom-for-mips,claude-code-enhanced,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,codex,40,0.0,0.375,21.15,,,0.0021,0.0775,0.1637,2.1022,2.3019,0.6233
make-doom-for-mips,deepagent-harbor,5,0.0,1.0,9.6,,,0.3191,0.4375,0.1042,1.9128,1.8795,0.4894
make-doom-for-mips,final,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,forge,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,gemini-cli,20,0.0,0.5,19.0,4.6667,3.6667,0.6032,0.492,0.2542,1.9185,2.1824,0.836
make-doom-for-mips,goose,15,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,judy,5,0.0,0.2,29.0,17.0,36.0,0.2292,0.7034,0.0759,1.2609,1.3457,0.2222
make-doom-for-mips,letta-code,15,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,mini-swe-agent,75,0.0,0.9733,45.5467,,,0.0,0.106,0.1298,1.8292,1.862,0.6378
make-doom-for-mips,mux,12,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,opencode,1,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,openhands,70,0.0,0.9857,158.5857,10.8,5.6333,0.2099,0.6902,0.0488,2.0394,2.0886,0.3244
make-doom-for-mips,ruley,10,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,sage,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,simple_codex,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,spoox-m,5,0.0,0.0,0.0,,,,,,,,
make-doom-for-mips,terminus-2,195,0.0,0.9231,68.8872,,,0.011,0.2285,0.081,2.3615,2.4382,0.6874
make-doom-for-mips,terminus-3-3,10,0.0,0.7,77.0,,,0.0,0.2366,0.084,2.5065,2.6974,0.7132
make-mips-interpreter,Factory Droid,25,0.36,0.0,0.0,,,,,,,,
make-mips-interpreter,Junie,5,0.8,0.0,0.0,,,,,,,,
make-mips-interpreter,TerminalBenchAgent,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,ante,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,aone-agent,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,claude-code,35,0.0857,0.8571,69.6,46.2,29.3333,0.501,0.3732,0.0716,2.0992,2.176,0.6014
make-mips-interpreter,claude-code-enhanced,3,0.6667,0.0,0.0,,,,,,,,
make-mips-interpreter,codex,40,0.075,0.3,6.15,,,0.028,0.019,0.2278,1.7937,1.7504,0.4904
make-mips-interpreter,deepagent-harbor,4,0.5,1.0,76.75,58.0,58.5,0.2621,0.3249,0.059,2.0212,2.0238,0.3853
make-mips-interpreter,final,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,forge,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,gemini-cli,20,0.05,0.35,10.65,4.0,3.1667,0.7955,0.5519,0.1658,1.3533,1.7105,0.8027
make-mips-interpreter,goose,15,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,ii-agent-simple,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,judy,5,0.0,0.2,22.2,19.0,56.0,0.1273,0.7568,0.036,1.4096,1.0749,0.1273
make-mips-interpreter,letta-code,15,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,mini-swe-agent,75,0.0133,0.96,26.2667,,,0.0,0.1235,0.0969,1.7248,1.745,0.648
make-mips-interpreter,mux,12,0.5,0.0,0.0,,,,,,,,
make-mips-interpreter,opencode,1,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,openhands,69,0.0,0.9855,104.9855,11.5323,5.2258,0.2391,0.6824,0.0682,1.9777,2.0215,0.3176
make-mips-interpreter,ruley,10,0.5,0.0,0.0,,,,,,,,
make-mips-interpreter,sage,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,simple_codex,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,spoox-m,5,0.0,0.0,0.0,,,,,,,,
make-mips-interpreter,terminus-2,186,0.0215,0.8925,79.2527,,,0.0283,0.2152,0.1007,1.968,2.0899,0.601
make-mips-interpreter,terminus-3-3,10,0.4,0.6,68.7,,,0.0178,0.1855,0.0923,2.2879,2.3306,0.623
mcmc-sampling-stan,Factory Droid,25,0.6,0.0,0.0,,,,,,,,
mcmc-sampling-stan,Junie,5,0.4,0.0,0.0,,,,,,,,
mcmc-sampling-stan,TerminalBenchAgent,5,1.0,0.0,0.0,,,,,,,,
mcmc-sampling-stan,ante,5,1.0,0.0,0.0,,,,,,,,
mcmc-sampling-stan,aone-agent,5,0.2,0.0,0.0,,,,,,,,
mcmc-sampling-stan,claude-code,35,0.5143,0.8286,18.2286,25.0,11.6,0.5764,0.2649,0.0336,2.0911,2.1412,0.7093
