agent,model_a,model_b,runs_a,runs_b,success_a,success_b,success_gap,mean_tool_calls_a,mean_tool_calls_b,tool_call_gap,switch_rate_gap,repeat_rate_gap,process_gap_score
terminus-2,gpt-5@openai,moonshotai/Kimi-K2-Instruct-0905@together_ai,438,923,0.3562,0.2795,0.0767,46.3562,42.5255,3.8307,0.0276,0.041,5.5457
terminus-2,gemini-3-pro-preview@gemini,grok-4-0709@xai,445,436,0.5685,0.2362,0.3323,30.209,26.6537,3.5553,0.0502,0.0283,5.5178
mini-swe-agent,gemini-2.5-pro@gemini,gpt-5-codex@openai,444,444,0.2613,0.4144,0.1531,26.2027,22.3559,3.8468,0.0,0.0615,5.3843
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,moonshotai/Kimi-K2-Instruct-0905@together_ai,902,923,0.306,0.2795,0.0265,47.1419,42.5255,4.6164,0.0079,0.0218,5.3589
mini-swe-agent,claude-haiku-4-5-20251001@anthropic,gemini-2.5-flash@gemini,444,445,0.2973,0.1708,0.1265,38.3671,40.6831,2.316,0.0,0.1212,5.346
codex,gpt-5-codex@openai,gpt-5-mini@openai,436,437,0.4427,0.3158,0.1269,10.8394,14.5561,3.7167,0.0348,0.0283,5.2942
terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,deepseek-v3.2@deepseek,904,445,0.2478,0.3955,0.1477,57.5243,60.4247,2.9004,0.0302,0.0636,5.2454
openhands,claude-haiku-4-5-20251001@anthropic,gpt-5-mini@openai,444,445,0.1396,0.2921,0.1525,42.759,41.5213,1.2377,0.0611,0.0991,5.2427
terminus-2,claude-opus-4-6@anthropic,glm-5@z-ai,445,442,0.6292,0.5226,0.1066,31.3438,34.7489,3.4051,0.0225,0.0508,5.2376
terminus-2,gpt-5.1@openai,moonshotai/Kimi-K2-Instruct-0905@together_ai,445,923,0.4764,0.2795,0.1969,38.0944,42.5255,4.4311,0.0244,0.0055,5.1786
mini-swe-agent,gemini-2.5-pro@gemini,grok-4-0709@xai,444,445,0.2613,0.2539,0.0074,26.2027,21.9933,4.2094,0.0,0.0386,5.1744
terminus-2,gemini-3-flash-preview@gemini,gpt-5.1-codex@openai,445,445,0.5169,0.3685,0.1484,34.7506,31.2067,3.5439,0.0593,0.0053,5.1589
claude-code,claude-haiku-4-5-20251001@anthropic,claude-opus-4-5-20251101@anthropic,438,445,0.2763,0.5213,0.245,33.0982,36.8809,3.7827,0.0128,0.042,5.1527
openhands,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,moonshotai/Kimi-K2-Instruct-0905@together_ai,878,875,0.2574,0.272,0.0146,100.3622,96.3886,3.9736,0.0372,0.0099,5.1511
terminus-2,claude-haiku-4-5-20251001@anthropic,minimax-m2.1@openai,439,438,0.2847,0.2968,0.0121,46.5353,51.0685,4.5332,0.0076,0.0046,4.8382
terminus-2,gpt-5.1-codex@openai,minimax-m2.5@Minimax,445,445,0.3685,0.4225,0.054,31.2067,33.8584,2.6517,0.0227,0.0606,4.7342
mini-swe-agent,claude-opus-4-1-20250805@anthropic,gemini-2.5-pro@gemini,444,444,0.3514,0.2613,0.0901,29.4212,26.2027,3.2185,0.0,0.06,4.7185
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,minimax-m2.1@openai,902,438,0.306,0.2968,0.0092,47.1419,51.0685,3.9266,0.0086,0.0191,4.6191
terminus-2,claude-opus-4-1-20250805@anthropic,gpt-5.2@openai,443,444,0.3815,0.5405,0.159,43.921,47.5766,3.6556,0.0186,0.0198,4.6156
terminus-2,claude-opus-4-6@anthropic,gemini-2.5-pro@gemini,445,442,0.6292,0.3281,0.3011,31.3438,30.6086,0.7352,0.0369,0.1179,4.6052
terminus-2,gemini-3-flash-preview@gemini,gpt-5.1@openai,445,445,0.5169,0.4764,0.0405,34.7506,38.0944,3.3438,0.0398,0.0051,4.4663
terminus-2,gpt-5.2@openai,minimax-m2.1@openai,444,438,0.5405,0.2968,0.2437,47.5766,51.0685,3.4919,0.0127,0.0251,4.4369
terminus-2,gemini-3-flash-preview@gemini,gpt-5-codex@openai,445,437,0.5169,0.4416,0.0753,34.7506,31.7941,2.9565,0.0569,0.0022,4.434
terminus-2,claude-haiku-4-5-20251001@anthropic,moonshotai/Kimi-K2-Instruct-0905@together_ai,439,923,0.2847,0.2795,0.0052,46.5353,42.5255,4.0098,0.0083,0.0073,4.3998
mini-swe-agent,gpt-5-nano@openai,openai/gpt-oss-20b@together_ai,445,888,0.0697,0.0338,0.0359,7.9034,5.0676,2.8358,0.0,0.0617,4.3783
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,claude-opus-4-5-20251101@anthropic,902,445,0.306,0.5775,0.2715,47.1419,44.5978,2.5441,0.0326,0.0405,4.3716
terminus-2,claude-opus-4-1-20250805@anthropic,gpt-5@openai,443,438,0.3815,0.3562,0.0253,43.921,46.3562,2.4352,0.0328,0.0436,4.3452
terminus-2,gemini-3-flash-preview@gemini,minimax-m2.5@Minimax,445,445,0.5169,0.4225,0.0944,34.7506,33.8584,0.8922,0.082,0.0553,4.3247
mini-swe-agent,gpt-5@openai,openai/gpt-oss-120b@together_ai,445,887,0.3393,0.1421,0.1972,8.8045,11.5806,2.7761,0.0,0.0595,4.2636
mini-swe-agent,gpt-5-nano@openai,openai/gpt-oss-120b@together_ai,445,887,0.0697,0.1421,0.0724,7.9034,11.5806,3.6772,0.0,0.022,4.2272
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,gpt-5.2@openai,929,444,0.2411,0.5405,0.2994,44.9709,47.5766,2.6057,0.0217,0.0405,4.1607
terminus-2,glm-5@z-ai,gpt-5.1@openai,442,445,0.5226,0.4764,0.0462,34.7489,38.0944,3.3455,0.0284,0.0034,4.1405
terminus-2,gpt-5-codex@openai,minimax-m2.5@Minimax,437,445,0.4416,0.4225,0.0191,31.7941,33.8584,2.0643,0.0251,0.0575,4.1293
claude-code,claude-haiku-4-5-20251001@anthropic,claude-sonnet-4-5-20250929@anthropic,438,437,0.2763,0.3959,0.1196,33.0982,30.9908,2.1074,0.0488,0.0292,4.0574
terminus-2,gemini-2.5-pro@gemini,gpt-5-codex@openai,442,437,0.3281,0.4416,0.1135,30.6086,31.7941,1.1855,0.0481,0.0666,4.053
gemini-cli,gemini-2.5-flash@gemini,gemini-2.5-pro@gemini,439,437,0.1549,0.1968,0.0419,12.9681,16.3867,3.4186,0.021,0.0042,4.0486
terminus-2,accounts/fireworks/models/glm-4p6@fireworks_ai,moonshotai/Kimi-K2-Thinking@together_ai,904,892,0.2478,0.3587,0.1109,57.5243,60.7377,3.2134,0.0157,0.0175,4.0434
openhands,gpt-5@openai,grok-4-0709@xai,445,444,0.4382,0.2725,0.1657,35.1079,38.1486,3.0407,0.0114,0.0248,3.9457
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,claude-opus-4-1-20250805@anthropic,902,443,0.306,0.3815,0.0755,47.1419,43.921,3.2209,0.0027,0.0244,3.8984
terminus-2,glm-5@z-ai,gpt-5.1-codex@openai,442,445,0.5226,0.3685,0.1541,34.7489,31.2067,3.5422,0.0089,0.0036,3.8547
terminus-2,claude-opus-4-6@anthropic,minimax-m2.5@Minimax,445,445,0.6292,0.4225,0.2067,31.3438,33.8584,2.5146,0.0363,0.0062,3.5771
terminus-2,claude-sonnet-4-5-20250929@anthropic,gpt-5@openai,440,438,0.4318,0.3562,0.0756,45.2409,46.3562,1.1153,0.0373,0.0596,3.5378
mini-swe-agent,gemini-2.5-pro@gemini,grok-code-fast-1@xai,444,445,0.2613,0.2584,0.0029,26.2027,22.827,3.3757,0.0,0.0034,3.4607
terminus-2,gemini-2.5-pro@gemini,gpt-5.1-codex@openai,442,445,0.3281,0.3685,0.0404,30.6086,31.2067,0.5981,0.0505,0.0635,3.4481
terminus-2,gemini-2.5-pro@gemini,openai/gpt-oss-120b@together_ai,442,925,0.3281,0.1924,0.1357,30.6086,29.6605,0.9481,0.0738,0.0256,3.4331
terminus-2,claude-sonnet-4-5-20250929@anthropic,moonshotai/Kimi-K2-Instruct-0905@together_ai,440,923,0.4318,0.2795,0.1523,45.2409,42.5255,2.7154,0.0097,0.0186,3.4229
openhands,claude-sonnet-4-5-20250929@anthropic,moonshotai/Kimi-K2-Instruct-0905@together_ai,443,875,0.4244,0.272,0.1524,94.1287,96.3886,2.2599,0.0036,0.0406,3.3649
terminus-2,claude-opus-4-5-20251101@anthropic,gpt-5.2@openai,445,444,0.5775,0.5405,0.037,44.5978,47.5766,2.9788,0.0113,0.0037,3.3538
mini-swe-agent,claude-haiku-4-5-20251001@anthropic,claude-sonnet-4-5-20250929@anthropic,444,442,0.2973,0.4253,0.128,38.3671,41.1968,2.8297,0.0,0.0198,3.3247
terminus-2,claude-opus-4-5-20251101@anthropic,gpt-5@openai,445,438,0.5775,0.3562,0.2213,44.5978,46.3562,1.7584,0.0029,0.0597,3.3234
terminus-2,glm-5@z-ai,gpt-5-codex@openai,442,437,0.5226,0.4416,0.081,34.7489,31.7941,2.9548,0.0113,0.0005,3.2498
terminus-2,claude-haiku-4-5-20251001@anthropic,claude-opus-4-1-20250805@anthropic,439,443,0.2847,0.3815,0.0968,46.5353,43.921,2.6143,0.0135,0.0099,3.1993
terminus-2,gpt-5.2@openai,gpt-5@openai,444,438,0.5405,0.3562,0.1843,47.5766,46.3562,1.2204,0.0142,0.0634,3.1604
terminus-2,claude-opus-4-5-20251101@anthropic,moonshotai/Kimi-K2-Instruct-0905@together_ai,445,923,0.5775,0.2795,0.298,44.5978,42.5255,2.0723,0.0247,0.0187,3.1573
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,moonshotai/Kimi-K2-Instruct-0905@together_ai,929,923,0.2411,0.2795,0.0384,44.9709,42.5255,2.4454,0.0083,0.0181,3.1054
mini-swe-agent,claude-sonnet-4-5-20250929@anthropic,gemini-2.5-flash@gemini,442,445,0.4253,0.1708,0.2545,41.1968,40.6831,0.5137,0.0,0.1014,3.0487
terminus-2,claude-sonnet-4-5-20250929@anthropic,gpt-5.2@openai,440,444,0.4318,0.5405,0.1087,45.2409,47.5766,2.3357,0.0231,0.0038,3.0082
terminus-2,claude-haiku-4-5-20251001@anthropic,claude-opus-4-5-20251101@anthropic,439,445,0.2847,0.5775,0.2928,46.5353,44.5978,1.9375,0.0164,0.026,2.9975
mini-swe-agent,gpt-5-mini@openai,gpt-5-nano@openai,445,445,0.2225,0.0697,0.1528,10.3034,7.9034,2.4,0.0,0.0228,2.97
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,claude-sonnet-4-5-20250929@anthropic,902,440,0.306,0.4318,0.1258,47.1419,45.2409,1.901,0.0018,0.0404,2.956
terminus-2,gemini-2.5-pro@gemini,gemini-3-pro-preview@gemini,442,445,0.3281,0.5685,0.2404,30.6086,30.209,0.3996,0.0187,0.0835,2.9546
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,gpt-5@openai,929,438,0.2411,0.3562,0.1151,44.9709,46.3562,1.3853,0.0359,0.0229,2.8553
terminus-2,gemini-3-pro-preview@gemini,gpt-5-codex@openai,445,437,0.5685,0.4416,0.1269,30.209,31.7941,1.5851,0.0294,0.0169,2.7426
claude-code,claude-opus-4-5-20251101@anthropic,minimax-m2.1@minimax,445,445,0.5213,0.3663,0.155,36.8809,35.5753,1.3056,0.0138,0.041,2.6756
terminus-2,glm-5@z-ai,minimax-m2.5@Minimax,442,445,0.5226,0.4225,0.1001,34.7489,33.8584,0.8905,0.0138,0.057,2.6605
claude-code,claude-haiku-4-5-20251001@anthropic,minimax-m2.1@minimax,438,445,0.2763,0.3663,0.09,33.0982,35.5753,2.4771,0.001,0.001,2.5271
claude-code,claude-opus-4-1-20250805@anthropic,claude-sonnet-4-5-20250929@anthropic,437,437,0.3478,0.3959,0.0481,31.4897,30.9908,0.4989,0.0349,0.0453,2.5039
terminus-2,claude-opus-4-6@anthropic,gemini-3-pro-preview@gemini,445,445,0.6292,0.5685,0.0607,31.3438,30.209,1.1348,0.0182,0.0344,2.4498
mini-swe-agent,gpt-5-mini@openai,openai/gpt-oss-120b@together_ai,445,887,0.2225,0.1421,0.0804,10.3034,11.5806,1.2772,0.0,0.0448,2.3972
terminus-2,claude-haiku-4-5-20251001@anthropic,claude-sonnet-4-5-20250929@anthropic,439,440,0.2847,0.4318,0.1471,46.5353,45.2409,1.2944,0.018,0.0259,2.3919
terminus-2,gemini-3-pro-preview@gemini,gpt-5.1-codex@openai,445,445,0.5685,0.3685,0.2,30.209,31.2067,0.9977,0.0318,0.02,2.2927
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,accounts/fireworks/models/minimax-m2@fireworks_ai,929,902,0.2411,0.306,0.0649,44.9709,47.1419,2.171,0.0004,0.0037,2.2735
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,claude-haiku-4-5-20251001@anthropic,929,439,0.2411,0.2847,0.0436,44.9709,46.5353,1.5644,0.0166,0.0108,2.2494
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,gpt-5@openai,902,438,0.306,0.3562,0.0502,47.1419,46.3562,0.7857,0.0355,0.0192,2.1532
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,claude-opus-4-5-20251101@anthropic,929,445,0.2411,0.5775,0.3364,44.9709,44.5978,0.3731,0.033,0.0368,2.1181
openhands,claude-opus-4-1-20250805@anthropic,gemini-2.5-flash@gemini,445,445,0.3685,0.164,0.2045,79.2652,78.7034,0.5618,0.0344,0.0269,2.0943
mini-swe-agent,gpt-5-codex@openai,grok-code-fast-1@xai,444,445,0.4144,0.2584,0.156,22.3559,22.827,0.4711,0.0,0.0649,2.0936
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,gpt-5.2@openai,902,444,0.306,0.5405,0.2345,47.1419,47.5766,0.4347,0.0213,0.0442,2.0722
terminus-2,claude-opus-4-6@anthropic,gpt-5-codex@openai,445,437,0.6292,0.4416,0.1876,31.3438,31.7941,0.4503,0.0112,0.0513,2.0128
terminus-2,claude-haiku-4-5-20251001@anthropic,gpt-5.2@openai,439,444,0.2847,0.5405,0.2558,46.5353,47.5766,1.0413,0.0051,0.0297,1.9113
mini-swe-agent,grok-4-0709@xai,grok-code-fast-1@xai,445,445,0.2539,0.2584,0.0045,21.9933,22.827,0.8337,0.0,0.042,1.8837
mini-swe-agent,gpt-5-mini@openai,gpt-5@openai,445,445,0.2225,0.3393,0.1168,10.3034,8.8045,1.4989,0.0,0.0147,1.8664
mini-swe-agent,gpt-5-nano@openai,gpt-5@openai,445,445,0.0697,0.3393,0.2696,7.9034,8.8045,0.9011,0.0,0.0375,1.8386
terminus-2,claude-opus-4-6@anthropic,gpt-5.1-codex@openai,445,445,0.6292,0.3685,0.2607,31.3438,31.2067,0.1371,0.0136,0.0544,1.8371
terminus-2,claude-opus-4-1-20250805@anthropic,claude-sonnet-4-5-20250929@anthropic,443,440,0.3815,0.4318,0.0503,43.921,45.2409,1.3199,0.0045,0.016,1.8324
terminus-2,deepseek-v3.2@deepseek,moonshotai/Kimi-K2-Thinking@together_ai,445,892,0.3955,0.3587,0.0368,60.4247,60.7377,0.313,0.0145,0.0461,1.828
terminus-2,claude-opus-4-1-20250805@anthropic,claude-opus-4-5-20251101@anthropic,443,445,0.3815,0.5775,0.196,43.921,44.5978,0.6768,0.0299,0.0161,1.8268
terminus-2,gemini-3-flash-preview@gemini,glm-5@z-ai,445,442,0.5169,0.5226,0.0057,34.7506,34.7489,0.0017,0.0682,0.0017,1.7492
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,claude-opus-4-1-20250805@anthropic,929,443,0.2411,0.3815,0.1404,44.9709,43.921,1.0499,0.0031,0.0207,1.6449
terminus-2,claude-opus-4-1-20250805@anthropic,moonshotai/Kimi-K2-Instruct-0905@together_ai,443,923,0.3815,0.2795,0.102,43.921,42.5255,1.3955,0.0052,0.0026,1.5905
terminus-2,claude-opus-4-5-20251101@anthropic,claude-sonnet-4-5-20250929@anthropic,445,440,0.5775,0.4318,0.1457,44.5978,45.2409,0.6431,0.0344,0.0001,1.5056
terminus-2,claude-haiku-4-5-20251001@anthropic,gpt-5@openai,439,438,0.2847,0.3562,0.0715,46.5353,46.3562,0.1791,0.0193,0.0337,1.5041
codex,gpt-5-mini@openai,gpt-5@openai,437,439,0.3158,0.4943,0.1785,14.5561,15.7472,1.1911,0.0021,0.01,1.4936
terminus-2,accounts/fireworks/models/minimax-m2@fireworks_ai,claude-haiku-4-5-20251001@anthropic,902,439,0.306,0.2847,0.0213,47.1419,46.5353,0.6066,0.0162,0.0145,1.3741
terminus-2,Qwen/Qwen3-Coder-480B-A35B-Instruct-FP8@together_ai,claude-sonnet-4-5-20250929@anthropic,929,440,0.2411,0.4318,0.1907,44.9709,45.2409,0.27,0.0014,0.0367,1.2225
mini-swe-agent,gpt-5-codex@openai,grok-4-0709@xai,444,445,0.4144,0.2539,0.1605,22.3559,21.9933,0.3626,0.0,0.0229,0.9351
terminus-2,gpt-5-codex@openai,gpt-5.1-codex@openai,437,445,0.4416,0.3685,0.0731,31.7941,31.2067,0.5874,0.0024,0.0031,0.7249
